Note,Commentaire
4.5," ""La La Land"" dégage une énergie qui décoiffe tant les comédiens y mettent tout ce qu'ils peuvent pour crever l'écran et même s'y envoler !!!Bien en haut du podium, on trouve le génial Ryan Gosling, époustouflant dans ce rôle a contre emploi qui lui va comme un gant...Charmeur, séducteur, brillant, et donc extrêmement doué, l'acteur fait ici un parcours sans faute, certes un petit parcours de claquettes bien orchestré bien sûr, mais aussi de bien belles interprétations au piano sans fausse note sans oublier cette voix chaude et parfaite, tout ceci juste pour nous envoûter comme ce n'est pas permis !Emma Stone en est ainsi presque en retrait, même si sa prestation est remarquable malgré moins d'aisance dans le chant et moins de naturel dans ses expressions. Cependant il est à noter que même si ce film de Damien Chazelle baigne dans l'esprit des comédies musicales vintage, il n'en reste pas moins qu'il n'en est pas véritablement une ""pure et dure"" de bout en bout, comme on le penserait...L'histoire des deux tourtereaux prend en effet le pas sur le genre attendu, peut-être pour décevoir les aficionados de ces fameux ballets chantés, mais aussi pour mieux y faire entrer les plus réfractaires ! Et ça marche, ce qui est sans doute tant mieux ainsi, car au fond il ressort de cette fantaisie musicale euphorisante pleine de clins d'œil, quelques réflexions sur la vie, sur ce qui en fait son sel, sa saveur et aussi ses déceptions, rien qu'à travers les choix mis en œuvre afin de bien mener ses rêves ou pas, tout en préservant l'Amour...De même que l'idée de vénérer et de s'identifier à ses idoles d'antan, empêche aussi de s'adapter et d'avancer comme on le voudrait !Et donc de discussions en discussions, d'échanges de point de vue en véritables mises au point, ce film revigorant assène mine de rien quelques idées bien amenées et intéressantes à prendre en compte ! Reste à ajouter à toutes ces considérations la magie de la caméra de Damien Chazelle, véritable baguette enchanteresse tant au niveau des couleurs, des points de vue inouïs, de l'atmosphère au charme fou, juste ce qu'il faut de kitch et de sixties, tout en demeurant dans un XXI ème siècle présent et évident !Un tour de force du cinéaste que l'on doit bien reconnaître pour le moins ici. Quant à la fin dont on taira évidemment la tournure, elle révèle une surprise originale, une histoire dans l'histoire ou un petit tourbillon unique dans ce grand tourbillon endiablé !Et pour conclure, un super moment frais, pétillant, dynamisant et lumineux ! "
4.5," Contrairement à ce que suggère l'affiche, La La Land n'est pas qu'un hommage aux comédies musicales de l'âge d'or Hollywoodien qui en ont fait rêver tant. Il s'agit tout simplement d'une ode à ces rêveurs qui ne cessent jamais d'y croire, même quand tout semble jouer contre eux. Et comme pour Whiplash, son deuxième long-métrage, Chazelle y va de la façon le plus directe possible. Son amour de l'art, il le filme, il le chante, il le danse. Et quand les mots et paroles ne suffisent pas, les notes prennent le relais avec une même réussite. Une fois encore, la réalisation fait littéralement corps avec le récit et enchainent les séquences virtuoses (dont plusieurs plans-séquences étourdissants). Malgré l'évidente difficulté qu'a dû représenter La La Land (chansons, chorégraphies), la précision dont fait preuve le cinéaste m'a laissé béat d'admiration. Devant la caméra -et réunis pour la troisième fois- le duo R.Gosling/E.Stone trouve sa plus parfaite partition. Au delà du charme, au delà de l'alchimie, ils sont tout simplement au delà. Et comme de juste, la bande originale est un vrai bijou.La La Land partage des liens évidents avec le deuxième long-métrage de Damien Chazelle, on pourrait presque le voir à la fois comme son pendant et son antithèse. La dureté et la tension qui parcouraient Whiplash laissent ici la place à l'émotion et la douceur. Elles accompagnent chaque moment traversés par son incroyable tandem (la joie, les décisions et sacrifices) avec une telle justesse qu'il est difficile d'y rester indifférent. Une vraie déclaration d'amour au cinéma et à l'Art tout simplement. "
5.0," Lalaland c'est une comédie musicale romantique mais c'est tellement plus que ca. Deja le gars Damien Chazelle il avait fait fort avec Whiplash mais la il confirme haut et fort que c'est juste une incroyable réalisateur. Le mec est au-dessus.Ce qui détache vraiment Lalaland des autres comédies musicales c'est son style un peu vintage et ses chorégraphies justes sublimes. Franchement jkiffe pas danser mais j'avoue apres ca j'avais envie de taper une lourde chorée dans la salle (ce que j'ai fait chez moi aha (d'ailleurs c'était tres moche et j'étais ridicule... bref)).Le scénario à plusieurs facettes, celles de deux jeunes gens, Emma Stone et Ryan Gosling, tout deux pris dans la spirale infernale d'une vie ennuyeuse et qui aspirent à la grande vie d'artiste connus qui commencent une histoire d'amour et se poussent l'un et l'autre à concrétiser leur rêve. C'est réaliste, tres réaliste #larmesurmajoue. On s'y prend vite mais le charisme de ces deux acteurs y est pour quelque chose...Les décors sont parfaitement choisis et les musiques sont juste parfaites... tellement appropriées et nous transmettent tout ce qu'il faut ... Lalaland fait beaucoup de bien par les temps qui courent (et ils courent n'importe comment).J'avoue ressortir de la salle assez mélancolique et en même temps avec des étoiles pleins les yeux ..En plus de ca, Emma Stone marque des précieux points dans la compétition Stone/Watson car je n'arrive pas a me décider de laquelle je préfère ...Bref, foncez voir ce chef d'œuvre "
5.0," BON j'ai enfin vu La La Land! Déjà mon avis sur les comédies musicales: j'ai beaucoup de mal avec. Je ne compte pas les Disney car ce sont des films que j'ai vu enfant donc je n'ai pas d'esprit critique a ce sujet. Les ""vraies"" comédies? Ça dépend. Mon problème est que la logique me dépasse, a tout moment, les gens se mettent a danser et chanter ce qui enlève toute tension dramatique selon moi. Néanmoins, si je déteste Grease ou West Side Story (pour cet aspect) , je trouve que d'autres comme The Wizard of Oz ou Singin in the Rain ont un charme qui me touche personnellement. Donc je suis partagé. Comment j'ai géré ça avec La La Land? Le Grindhouse. J'ai pris La La Land comme un film Grindhouse au niveau de Planet Terror ou Death Proof. C'est un hommage, remplacer sa jambe par une mitrailleuse dans Planet Terror ça n'a aucun sens mais ce n'est pas important. Il faut prendre La La Land comme ça selon moi, la justification est maigre mais logique, ce n'est pas grave si tout le monde se met a chanter d'un coup. Donc j'ai bien pris cet aspect du film! Et a partir de là, tout passe tout seul. Déjà il faut le dire, si Damien Chazelle ne remporte pas un Oscar pour la réalisation je voit pas quoi dire. C'est DINGUE! Tout est démesuré, les plans séquences sont géniaux, chaque plan est sublime, les focales très courtes utilisés donnent un élargissement de l'image immense qui rend le tout magnifique! En parlant de magnifique: Emma Stone! Elle est belle mais surtout elle joue merveilleusement bien, elle est très talentueuse. Et Ryan Gosling, il me ferait presque oublier son personnage dans Drive, c'est dire! La aussi, il joue très bien, jeu d'acteur comme piano! Piano d'ailleurs, (que de transitions!) car oui, les morceaux musicaux sont fabuleux, ils restent tous en tête mais ça fait du bien tant ils sont agréables et beaux! Ça donnent des scènes magnifiques, rythmée et superbement bien filmés! Damien Chazelle réutilise d'ailleurs un mouvement de caméra que j'adore dans Whiplash, quand la caméra bouge frénétiquement pour faire répondre 2 personnages, ici Sebastian et Mia. Le côté vieux film est bien présent (les panneaux au début par exemple) et renforce le côté Grindhouse dont je parlais au début. Le scénario part sur du classique mais les différents choix pris par les personnages rendent le final intelligent. Les décors sont très beaux et les couleurs bien choisie, les éclairages et vêtements se complètent pour un résultat très intéressant. Ce film me rend profondément heureux, j'ai pensé que ce serait un film cliché et inintéressant, je me suis retrouvé face a un film hommage magnifique. Je suis encore plus heureux car enfin, j'ai la preuve que les comédies musicales peuvent être des grand films! "
4.5," « La La Land » est le gros cœur de ce début d’année. Réalisée par Damien Chazelle, cette comédie musicale renouvelle brillamment la comédie musicale sous des airs jazzy, tout en rendant hommage aux classiques américains et aux belles œuvres de Jacques Demy. L’histoire romantique est certes classique, mais magnifiquement orchestrée par des thématiques fortes et un rythme endiablé. Côté artistique, c’est une pure merveille avec des chorégraphies exceptionnelles accompagnées par une bande originale envoûtante. Et la cerise sur le gâteau, un casting de rêve avec une brillant duo porté par Gosling et Stone !Retrouvez ma critique sur mediashowbydk.com ou via le lien ci dessous : "
3.5," Gagnant des Golden Globes et grand favori des Oscars, La La Land est l'un des films événements en ce début d'année 2017 ! Il marque également, la troisième collaboration entre Ryan Gosling et Emma Stone après Crazy, Stupid, Love et Gangster Squad. La La Land est une comédie musicale du jeune réalisateur de Whiplash. La comédie musicale n'est pas fait pour tout le monde car beaucoup de gens sont dérangés de voir des personnages s'exprimer en chantant plutôt qu'en parlant. Mais cette comédie musicale empreinte une certaine magie et un caractère assez étonnant ! La scène d'ouverture donne le ton puisqu'on assiste à un numéro musical dans lequel  spoiler:  des personnes coincés dans un trafic sur un viaduc à Los Angeles se mettent à danser autour de leurs véhicules arrêtées en chantant.  C'est bien chorégraphié  spoiler:  - les pas de claquettes de Ryan Gosling dans les rues nocturnes -  sont excellentes ! La musique n'est jamais étouffante, et donne beaucoup de place à cette histoire charmante. D'ailleurs, certains sons sont très plaisants. Il y a bien deux ou trois musiques qui restent en tête à la fin de la projection... La direction artistique et photo ont produit un travail admirable ! Le film joue avec les couleurs de façon originale. De même pour la réalisation de Damien Chazelle qui s'avère efficace, elle contribue aussi avec l'image. Des plans qui font penser des moments à son précédent long-métrage, Whiplash. Des clins d'oeil donc... La La Land ne manque pas d'humour  spoiler:  - la scène où R. Gosling veut essayer d'embrasser E. Stone lors d'une séance au cinéma -  est cocasse. Les protagonistes font magnifiquement leur job. Emma Stone et Ryan Gosling forme à nouveau, un duo séduisant. Ils sont attachants et inspirants et, à travers leur amour et nous donnent envie de poursuivre nos propres rêves impossibles. Elle,  spoiler:  qui rêve de percer à Hollywood  et lui,  spoiler:  pianiste qui veut ouvrir son propre club de jazz !  Ces deux acteurs livrent une voix vocale juste et bluffante. A noter  spoiler:  une brève apparition  de J.K. Simmons, sa présence est pratiquement inutile à mon humble avis... Cependant le film souffre de plusieurs longueurs interminables, et cela est assez décevant. Il aurait été préférable de raccourcir certaines séquences... Mais l'émotion est au rendez-vous, surtout vers sa finale qui est bouleversante, quoique on reste un peu sur notre faim ! Pour conclure, La La Land n'est pas le chef d'oeuvre annoncé mais il nous étonne et nous transporte dans ce joli moment d'évasion. Une ode à l'industrie du rêve ! "
4.5," La La Land, La La Land, La La Land ^^......avec pas moins de 7 récompense et 14 nominations aux Oscars 2017, un succès critique retentissant à l'échelle international à tel point que le film est acclamé comme l'un des événements cinématographique du siècle !Je vais pas y aller par quatre chemins, je n'ai jamais été un grand amateur de comédies musicales, oui je trouve ça sympa et bien chorégraphié mais pourtant ça n'a jamais été pour moi une expérience transcendante au cinéma. Cependant je dois avouer que je n'aime pas quand il y a une ""hype""que je ne comprend pas.J'ai donc décidé de me préparer convenablement à l'événement, ne souhaitant pas être à la ramasse culturellement, j'avais au préalable visionné ""Whiplash"", premier film de Damien Chazelle au succès critique colossal qui avait conquis presse comme spectateurs fin 2014. Pour le coup la claque a été telle un coup de cymbale en pleine poire à l'image de celle de la légende de Charlie Parker ^^.Ayant pu constater tout le génie en devenir du prometteur Damien Chazelle, c'est avec les plus grandes attentes que je suis allé voir La La Land. L'histoire de La La Land prend place à Los Angeles, de nos jours. Mia, serveuse dans un bar et comédienne de formation, postule à des casting pour saisir sa chance et réaliser le rêve de sa vie: devenir une grande actrice. Sa vie bascule le jours ou elle rencontre Sebastian, pianiste tentant de gagner sa vie en jouant des musiques de fond dans un restaurant. D'abord distants, ces 2 rêveurs passionnés vont finir par se rapprocher, entre Jazz et Comédie, et feront leur maximum pour accomplir leur rêve. Voilà pour le pitch global.Qu'en est il ?? Waouw ! Grand moment de cinéma !! Nan srx, La La Land c'est pas juste un film, mais une véritable expérience, une leçon cinématographique et Théâtrale complète !Après le puissant et psychologiquement intense Whiplash avec lequel Damien Chazelle redonnait tout son souffle épique au monde du Jazz, le réalisateur signe ici une véritable déclaration d'amour à la Comédie Musicale et au monde du cinéma dans toute sa grandeur à travers un show des plus époustouflants !! Cela faisait des années qu'une comédie musicale n'avait pas fait autant de bruit dans le monde du grand écran mais avec l'impact actuel de La La Land, nul doute que l'on est sur le point d'assister au début d'une renaissance du genre ! Entre Modernité et tradition, Chazelle en bon metteur en scène, nous montre ici qu'il connaît et maîtrise son sujet de bout à bout, multipliant les références évidentes à des monuments du Cinéma comme ""Singing in the rain"" ou les films de Jacques Demy, ""Les parapluies de Cherbourg"", ""les Demoiselles Rochefort"", tout ça en passant d'un registre dramatique à l'autre. Tantôt drôle, tantôt romantique, mélancolique, dramatique, La La Land est une grande bouffée d'air et de bonne humeur. La Narration est ici semblable à celle d'une pièce de théâtre avec un quasi découpage acte par acte, les chorégraphies sont dynamiques et emplies de bonne humeur à telle point que nous spectateurs, aurions un désir immense de rejoindre la danse, mention spéciale à  spoiler:   la scène d'ouverture ou tous les gens sortent progressivement de leur voiture pour danser sur la périphérique,   vraiment fun ou encore  spoiler:   les scènes de danse entre Sebastian et Mia (l'hommage aux claquettes et la scène à l'Observatoire Griffith permettant une mise en abyme des studios Hollywoodien avec les 2 personnages dansant sur un ciel étoilé en fond...une esthétique quasi Disneyienne ou même l'artificialité évidente a son charme !)   !L'histoire d'amour entre Mia et Seb est sans doute l'une des mieux écrites du Cinéma Hollywoodien depuis un paquet d'années, rationnelle mais tellement bien traiter qu'elle en est totalement crédible. Un autre point très intéressant dans l'analyse de l'oeuvre, c'est le discours que glisse Chazelle en arrière plan sur la difficile ascension professionnelle dans des milieu comme le théâtre ou la musique. Comment réussir à percer, à se faire un nom dans le milieu ? Faut il poursuivre ses rêves ou bien être conventionnel ? C'est le dilemme qui attend Mia et Seb.Les personnages sont d'une grande sympathie grâce au jeu d'acteur exemplaire d'Emma Stone et Ryan Gosling, réunit devant la caméra pour la 3ème fois après ""Crazy Stupid Love"" et ""Gangster Squad"" ! La première que j'ai découvert dans ""Birdman"" d'Iniarritu et les deux ""Amazing Spider man"", resplendi comme jamais sous les projecteurs ! Quand à Ryan Gosling, ça a été LA grosse surprise ! Qui aurait cru que le solitaire et blasé driver de Nicolas Winding Refn arriverait à être aussi sensible et attendrissant ^^.J.K Simmons, le tyrannique professeur chef d'orchestre Terrence Fletcher de Whiplash est là lui aussi...et dans un rôle toujours aussi sévère x).Clairement les références à Whiplash ne manquent pas (et c'est à ça qu'on reconnaît la signature du réalisateur) qui insert quelques plans rapides sur la batterie.Les mouvements de caméra et différents plans/montages au service du show et de la musique transmettent une émotion qui nous fait succomber à toute cette énergie poétique !La La Land est donc incontestablement un événement cinématographique à ne surtout pas rater, deuxième grand film de Damien Chazelle, jeune réalisateur confirmant bel et bien l'avènement d'un talent et d'une carrière prometteuse. Une histoire d'amour puissante et poétique, une pluridisciplinarité rendant toute sa gloire au théâtre et au cinéma dans toute leur splendeur ! Bravo D.Chazelle ! "
3.0," L’affiche semble promettre un grand moment de cinéma, ponctuée par un petit commentaire du site The Playlist qui tient en trois mots : ""Un triomphe absolu"". Cela fait-il référence à la cascade de récompenses obtenues lors des Golden Globes édition 2017 et aux 14 nominations pressenties pour la cérémonie des Oscars à venir ? Sur le papier, je ne serai pas aussi catégorique que la plupart des critiques de la presse, ou des spectateurs. Pour moi, ce long métrage ne mérite pas sa note actuelle (4,6/5), même si c’est un bon film. Le début est surprenant, et nous envoie direct au pays de l’âge d’or des comédies musicales hollywoodiennes par un hommage avéré envers ce genre aujourd’hui quasiment disparu des grands écrans. On sent que le réalisateur Damien Chazelle est un grand amoureux de la comédie musicale d’antan. Parce que la scène d’ouverture est parfaitement chorégraphiée, utilisant à merveille l’environnement dans lequel évolue la troupe, avec une parfaite synchronisation des danseurs. Mais le plus dérangeant est que cette première scène ressemble plus à un clip qu’à l’implantation du contexte, bien qu’elle ouvre de façon trop brève et presque anecdotique sur deux personnes, deux destins similaires qui n’évoluent pourtant pas tout à fait dans le même monde : Mia (Emma Stone) est une actrice ratée enchaînant les castings les uns après les autres entre lesquels elle doit se résoudre à servir des cafés au beau milieu des studios d’Hollywood, Sebastian (Ryan Gosling) est un bon pianiste condamné à exercer ses talents où le vent le mène parce que son seul tort est d’être passionné pour un genre musical qui se meurt. Nous basculons tour à tour de l’un à l’autre, et il n’est pas difficile de comprendre qu’ils ne vont pas tarder à se retrouver, ce que la bande annonce s’est par ailleurs empressée de nous confirmer. Seulement voilà : le scénario prend son temps, et au lieu d’en faire un long métrage enjoué plein de folie comme ont pu le faire les comédies musicales des années 50, il en ressort une romance gentillette qui, à défaut de tourner au conte de fées, cède la place à la vie de couple ordinaire spoiler:   et à ses petits et grands tracas alors que les deux personnages principaux s’entraident pour accomplir leur rêve . Mais au moins, ça a le mérite de changer un peu ! De ce fait, il y a fort à parier que le propos tenu parlera aux personnes qui sont en plein marasme d’une vie de couple ratée. Cependant les choses mettent tellement de temps à se décanter qu’on a l’impression qu’il ne se passe pas grand-chose, voire rien du tout, et du coup on sent un inquiétant ennui essayer de pénétrer dans notre espace vital. Pour autant, on nous agrémente de quelques bonnes scènes ici et là, notamment celle du numéro de claquettes aux allures d’improvisation. En voilà une riche idée !... si seulement on entendait mieux les claquettes… Un tel numéro ne vaut que pour le bruit à la fois mélodieux et entêtant des claquettes, non ? Là, le gros bémol est qu’ils ne bénéficient pas de la mise en avant qu’on aurait dû leur accorder par une puissante sonorité. Au contraire, on reste sur un focus concentré sur les personnages principaux, et c’est ce qui caractérise ce long métrage, à tel point que jamais les chansons ne transporteront le flot d’émotions fortes que nous aurions dû avoir, hormis le morceau de piano joué par Sebastian en hommage à sa première vraie rencontre avec Mia. C’est très dommage quand des thèmes si forts sont abordés spoiler:  , à commencer par l’accomplissement des rêves les plus chers… sans perdre l’essence de son existence … Au lieu de ça, ce qui parait le plus réussi, c’est la façon de filmer : le cinéaste nous régale en grand amateur des comédies musicales d’une multitude de plans magnifiques, des travellings aux gros plans sur les doigts animant les instruments de musiques, des panoramas sur les innombrables luminaires de la ville observés par nos deux personnages à la superbe esthétique visuelle apportée par la maîtrise grandement artistique de l’éclairage conjointe à l’art de la mise en scène. Voir la caméra se concentrer sur un personnage en particulier, au milieu de gens qui disparaissent dans la pénombre pour ne garder qu’une lumière tamisée d’une poursuite pour auréoler la silhouette de ce personnage, est un vrai régal pour les yeux provoquant un irrésistible frisson. J’ose avouer que c’est justement cela, avec la profondeur du propos, qui me fait remonter considérablement ma note pour cette œuvre qui finalement n’offre pas de réelles surprises, excepté le fait que nous aboutissons à un happy end sans que ce soit vraiment un happy end, et hormis les présences de Ryan Gosling et d'Emma Stone dans ce genre de rôle, et pour lesquels on saluera l’immense travail qu'ils ont accompli pour les besoins du tournage, sans toutefois atteindre le niveau de Gene Kelly ou de Debbie Reynolds et consorts. Quoiqu’il en soit, il est très probable qu’en sortant du cinéma, vous improvisiez sans le vouloir un ou deux petits pas de danse timides et maladroits ! "
5.0," C'est aujourd'hui, à l'occasion de la Fête de la musique, que j'ai décidé de me refaire en version originale le dernier film de Damien Chazelle, plébiscité par la critique lors de sa sortie: ""La La Land"", comédie musicale déjà culte à juste titre mettant en scène Ryan Gosling, déjà connu pour Drive, Only God forgive et N'oublie jamais, ainsi qu'Emma Stone, célèbre pour Bienvenue à Zombieland, The amazing Spider-Man ainsi que Birdman. Cette merveille auditive et visuelle narre de deux jeunes gens ambitieux, Mia et Sebastian à Los Angeles. Elle est serveuse dans un bar et rêve de briller sous les étoiles d'Hollywood, lui est pianiste, sous la direction d'un patron autoritaire, et rêve d'être jazzman célèbre ; tous deux partiront ensemble à la recherche de la gloire, et du bonheur. On avait compris avec ses deux premiers films, ""Guy and Madeline on a park bench"" et ""Whiplash"", que la musique était un art essentiel de l'univers de Damien Chazelle. La chose se confirme avec ""La La Land"", cette merveille, cette bombe cinématographique comme on en voit à peine tous les dix ans dans le cinéma américain. Il est bien loin le temps où Hollywood était une impressionnante et géniale usine à comédies musicales telles ""Chantons sous la pluie"", ""Un américain à Paris"", ""West Side story"", ""Une étoile est née"", ""My fair lady"", ""Grease"", etc. Le film en est un brillant hommage ; en effet Chazelle a lui même confié son amour pour le genre, plus particulièrement pour les ""Parapluies de Cherbourg"" de Jacques Demy. Parler de ce dernier pour moi, c'est comme s'aventurer sur un terrain interdit, une armure inviolable puisqu'entre ce film et moi c'est une bien longue histoire: il s'agit bien plus de la meilleure comédie musicale française à ce jour, bien plus que le meilleur film français et la meilleure comédie musicale à ce jour (donc High school musical, Camp rock, Nine et compagnie allez voir ailleurs !): ""Les Parapluies de Cherbourg"" est mon film, mon oeuvre cinématographique préférée. A ce jour, aucun film ne m'a autant ému de ma vie (et dieu sait qu'elle est courte et que j'en ai vu, des films), jamais les thèmes de la passion amoureuse, de la famille, des conséquences de la guerre n'ont été aussi bien traités. J'ai beau avoir vu (ou écouté ^^) ce film au minimum 20 fois, il me fait toujours autant d'effets, même 50 ans après. Ce fit donc déjà un bon paquet de raisons pour lesquelles je suis allé voir (puis revoir) ""La La Land"", qui assurait donc d'être un gros défi pour moi, alors ignorant de la filmographie générale du réalisateur actuellement âgé de 32 ans, et déjà promis à un avenir cinématographique brillant, au même titre que le québécois Xavier Dolan. Au final, ma place de cinéma avait beau se situer au premier rang (donc voilà, pas super...), le film avait beau être visionné en VF... Je suis tombé sur le charme du film dès les premières notes, dès que la première chanson, ""Another day of sun"" a retenti, je suis reste complètement scotché à mon siège, impressionné par la créativité des chorégraphies et de la mise en scène. Donc une introduction débutant rapidement mais très efficacement. Chazelle réalise par la suite un vrai tour de magie de 2h10 en rendant hommage à la tradition tout en signant le film d'une période: les années 50. Si le film se déroule à une époque indéterminée (je viserais fin années 80-début 90), les thèmes de la musique (le jazz) et du cinéma (la comédie musicale) durant les années 50 représentent l'âge d'or d'Hollywood et des stars telles James Dean, traité ici par la vision d'une projection de ""La fureur de vivre"", plus particulièrement du premier extrait se déroulant à l'observatoire Griffith ; à la suite de l'apparition de cet extrait,  spoiler:  Chazelle *remake* celui-ci pour ensuite laisser place à l'un des plus beaux moments du film: la fameuse scène de la danse dans les étoiles, bercée par la sublimissime bande-son de Justin Hurwitz, auteur des autres bandes originales de Chazelles, dont celle du limité et méconnu ""Guy and Madeline on a park bench"",   au titre faisant d'ailleurs référence au nom du couple à la fin des ""Parapluies de Cherbourg"" (ceux qui l'ont vu verront bien de quoi je parle) ; il s'agit donc d'une première tentative d'hommage au genre, mais la méconnaissance du film aux yeux du grand public a empêcher le réalisateur de le montrer. Par ailleurs, ""La La Land"" possède multiples références aux autres comédie musicales:  spoiler:  notamment, à ""Chantons sous la pluie dans la scène des danseurs avec les parapluies à la fin du film, ""Les demoiselles de Rochefort"" de Demy avec les marins dans cette même scène finale, et, sans oublier, ""Les parapluies de Cherbourg"": le dernier regard entre Sebastian et Mia est quasi-identique à celui entre Guy et Geneviève dans les Parapluies, un adieu, puis un retour à la normale, *comme avant*. Sauf qu'ici, les deux amants sont séparés non par la guerre, mais par la gloire. En effet, après l'ellipse *""5 ans plus tard""*, nous remarquons que Mia est heureuse, donc que la gloire est venue à elle, qu'elle a un enfant, mais que Sebastian n'est plus avec elle ; il est devenu pianiste de club de jazz, son rêve depuis le début du film, tel le dernier cadre spatio-temporel des Parapluies: plusieurs années après avoir été séparés, l'homme retrouve la femme là ou ils souhaitaient être, ensemble.  Et dieu que c'est beau, les deux scènes des deux films m'ont fait pleurer de beauté à chaque visionnage. Sinon, à part ça le film fait aussi référence à de multiples artistes ou groupes musicaux de l'époque jusqu'aux années 1980, notamment grâce aux mentions entre autres, de Thelonious Monk ou l'apparition de ""Wake me up before you go-go"" de Wham!, groupe anglais légendaire des *eighties* mené par le bien regretté George Michael, nous ayant quitté un mois avant la sortie française du film le 25 janvier 2017 (donc le 25 décembre 2016). Enfin, le film présente une palette de personnages précis, colorés par des costumes magnifiquement conçus. Mia Dolan (Emma Stone),  spoiler:  représente l'ambition, la solitude aux premiers abords, puis l'exigence qui vire à l'arrogance, nous fait tirer une morale qui ne m'a fait tilt qu'au second visionnage, celle que la gloire n'est pas le paradis, que nos rêves ne seront jamais réellement achevés, du moins, pas tous ensemble.  Quant à Sebastian (Ryan Gosling), il est attachant, passionné et, dirigé par Chazelle, fait alterner le spectateur entre séquences romantiques belles, colorées et jamais mièvres et interludes plus vifs. Sinon, J.K. Simmons, le professeur de batterie tyrannique du précédent Chazelle, ""Whiplash"", incarne là aussi l'énergumène qui mènera le personnage principal à bout de nerfs, et ainsi lancer l'intrigue, par la rencontre entre les deux personnages. Ainsi, ""La La Land"" de Damien Chazelle représente tout le futur du bon cinéma actuel puisqu'il possède bon nombre de qualités indéniables que je viens de traiter dans le plus long pavé que j'ai fait (^^), et que les deux acteurs principaux, d'ores et déjà célèbres (leurs statues de cires entreront au musée Grévin à Paris en fin d'année: j'irai leur dire bonjour au plus vite!) et placés au plus haut dans les stars américaines les plus influentes de la nouvelle génération. Un sublime feu d'artifice qui peut aussi se déguster sans les images. Allez, je dois vous laisser, la Fête de la musique n'est pas terminée. Et ne l'est pas encore pour vous non plus ! "
4.5," Un film touchant sur la réalisation de ses rêves et comment une rencontre peut bouleverser une vie. La musique est entraînante, les acteurs sont touchants par leur sincérité. Le début me laissait perplexe, étant peu habituée à ce genre de film (sous la forme de comédie musicale) mais on s'y fait. Le film ne tombe à aucun moment dans les clichés et montre la dure réalité de réaliser un rêve, entre Mia qui veut devenir actrice et Sebastian qui veut ouvrir son propre club de jazz. La dernière scène est totalement bouleversante. Bref, un pur régal ! "
