Note,Commentaire
2.0," Bien joué et filmé mais terriblement ennuyant. On assiste à un enchaînement de tours de chants de Lady Gaga et du réalisateur. Le film ne dégage aucune émotion, les scènes sont convenues et prévisibles et du coup le temps devait très long. "
2.5," Bradley Cooper qui passe à la réalisation et invite Lady Gaga à prendre le premier rôle, on se dit ""Aller, ça doit envoyer"". Et bien finalement, le résultat est un peu décevant. L'histoire de cette star qui grimpe face à la star qui s'écroule alors que l'amour les lie, séduit qu'à moitié. Le discours sur l'artiste qui doit rester fidèle à lui-même est vraiment bien amené face au star system et aux chanteurs pré-fabriqués, mais les longueurs n'aident pas à s'attacher. La réalisation est très énergique mais n'apporte pas de nombreuses nouveautés, on n'est pas face à la naissance d'un nouveau réalisateur. Les images sont plutôt belles. Bradley Cooper est très convainquant en star déchue. Par contre, Lady Gaga est assez décevante, elle ne montre pas du tout de grand talent d'actrice. Ce qui sauve le film, ce sont les chansons. Le duo Cooper (oui oui, en plus il sait chanter) / GAGA est géniale, les paroles, la mélodie, leurs voix tout s'accorde parfaitement. On sort de la salle envouté par les chansons mais déçu par le film. "
2.5," Bonjour,                   Aujourd'hui petite séance en amoureux avec le film ""a star is born"" dont tout le monde parle comme l'un des films de l'année. Autant le dire tout de suite je ne comprend pas du tout toute cette ""hype"" autour du film qui est  d'un classique et ne m'a pas surpris du tout.Pour la petite histoire, j'avais parlé dans mon entourage de ce film et j'avais parié sur le fait que rien qu'en ayant vu la bande annonce j'étais sur de tenir tout le scénario . Et bien malheureusement je ne m'étais pas trompé. A part quelques détails légèrement différents bien sur, l'histoire est exactement celle à laquelle je m'attendais du début jusqu'à la fin.Donc autant vous le dire tout de suite ce film est très prévisible et ne sort pas des sentiers battus. Des histoires d'amour comme celle là il y en a déjà des dizaines.De plus j'ai vraiment trouvé ce film très long. Une demie heure en moins cela aurait largement suffit.Maintenant parlons des points positifs car il y en a quand même quelques uns et c'est uniquement ceux ci qui font monter ma note et donne donc à ce film tout juste la moyenne.Pour commencer, les acteurs sont vraiment excellents. Lady Gaga m'a bluffé et je pense qu'elle peut avoir une grande carrière au cinéma . Bien sur elle chante extrêmement bien ce qui est plutôt logique puisque c'est son talent premier. Ce dernier point m'amène au principal point positif de ce film à savoir la B.O.En effet les chansons interprétées par Bradley Cooper seul et en duo avec Lady Gaga je les ai trouvés vraiment magnifiques pour certaines. Celles de Lady Gaga en solo par contre m'ont soûlés  car beaucoup trop eloignées du style musical du début du film. La palme revenant quand même à la chanson de clôture du film qui est vraiment très touchante.Le dernier point positif de ce film pour moi sont les scènes de concert qui sont vraiment bluffantes. On se croirait vraiment à la retransmission tv d'un concert réel.Voilà donc pourquoi je lui donne la moyenne ça ne sera pour moi en aucun cas l'un des films de l'année mais il se laisse regarder un dimanche après midi pluvieux.A bientôt... "
3.0," Un film d'amour superbement joué mais qui laisse froid. D'abord un coup de chapeau pour l'interprétation. Notamment à Bradley Cooper, qui délivre là une interprétation inédite et très convaincante. Et bien sûr Lady Gaga, sans artifice et déguisement, qui se révèle magnifique et touchante.Leur duo fonctionne bien et est crédible.Mais le film trébuche sur une histoire vue et revue. Filmer une déchéance alcool/drogue est redoutablement difficile et aurait nécessité une réalisation plus originale plus nerveuse.Superbe documentaire, film d'amour non abouti. "
3.5," « A Star is born » bon film dramatique de Bradley Cooper . C’est l’histoire de Jackson Maine ( Bradley Cooper ) une star de country sur le déclin qui découvre un jour dans un bar une jeune chanteuse nommer Ally ( Lady Gaga ) qui tente de percer dans la musique . Tandis qu’ils tombent follement amoureux l’un de l’autre Jack propulse Ally sur le devant de la scène et fait d’elle une artiste adulée par le public . Bientôt éclipsé par le succès de la jeune femme il vit de plus en plus mal son propre déclin ... Pour son premier film en tant que réalisateur Bradley Cooper ( "" American Sniper "" , "" Very Bad Trip "" ... ) signe avec « A Star is born » un bon film dramatique . Ce film est le remake d’un film nommer «  une étoile est né » de William A. Wellman sortit en 1937 . C’est le troisième remake de ce film à voir le jour après une version en 1954 avec Judy Garland et une autre en 1976 avec Barbara Streisand . N’ayant vu aucune des versions précédentes ( je sait j’ai honte mais je compte bien me rattraper ) je me baserait uniquement sur la vision de ce film pour faire ma critique . L’histoire de ce film est vraiment prenante où l’on va donc suivre un chanteur de la country dont la carrière commence à décliner qui va tout faire pour faire une star d’une jeune chanteuse pleine de talent mais qui n’a pas confiance en elle car complexer par son physique . C’est avec plaisir qu’on va voir ce chanteur tout faire pour redonner confiance à cette chanteuse complexer pour la faire monter au sommet de la gloire . On va suivre alors une belle histoire d’amour qui va naître entre les deux avec ce chanteur sur le déclin qui commence à revivre grâce à cette jeune chanteuse qui lui redonne la joie de vivre et lui redonne l’envie de se surpasser sur scène et elle qui commence grâce à lui à prendre confiance en elle en tant que chanteuse . Mais très vite cette histoire d’amour va se compliqué quand la jeune femme va devenir une star adulé qui va totalement éclipsé la carrière de ce chanteur de country qui va totalement décliné . Et on va assisté à une histoire d’amour compliqué et très touchante entre les deux à cause de leurs carrières respectif qui ne vont malheureusement pas suivre la même trajectoire . Une belle histoire prenante et touchante même si je pense qu’on aurait pu exploiter quand même un peu plus cette histoire et nottament le côté dramatique de la deuxième partie du film mais c’est minime . Le film est porter par un excellent casting avec à sa tête le duo Bradley Cooper / Lady Gaga . Bradley Cooper est vraiment très bon et très crédible dans le rôle de ce chanteur de country qui va tenter de propulser au sommet une jeune chanteuse mais qui va très vite être éclipsé par le succès de cette dernière . Il est très crédible en chanteur de country . Il chante d’ailleurs très bien . Il a vraiment du travailler dur son rôle pour réussir à donner vie à un chanteur de country crédible . Il joue très bien ce chanteur en dépression qui vit très mal le succès de sa belle . Il est vraiment touchant et attachant dans ce rôle . Quand à Lady Gaga c’est vraiment la révélation du film . On la connaissait tous depuis une décennie comme une énorme popstar de la musique exubérante et excentrique et on la redécouvre ici comme actrice dans son premier grand rôle au cinéma dans le rôle d’une jeune chanteuse qui tente de percer dans la musique mais qui manque cruellement de confiance en elle pour réussir car complexer par son physique . Elle est vraiment excellente et très crédible dans le rôle de cette jeune chanteuse nommer Ally qui rêve de percer dans la musique et qui va devenir une star adulé . Elle se révèle être vraiment bonne actrice , elle joue son rôle parfaitement . On pouvait avoir des craintes au départ vu que c’est une chanteuse à la base qui débute comme comedienne . Mais avec ce film elle nous montre qu’elle a plus d’une corde à son arc . On redécouvre vraiment Lady Gaga sous un tout autre aspect qu’on ne connaissait absolument pas . Fini les tenues exubérantes et excentriques elle campe dans ce film une jeune chanteuse sans aucun artifice toute naturelle qui veut réussir que grâce à sa superbe voix et à ses superbes textes qu’elle a écrit . Elle joue un rôle vraiment à contre emploi de son statut de popstar excentrique qu’elle est dans la vraie vie . Je la trouve bien plus belle et charmante au naturelle d’ailleurs . Grâce à ce film on découvre vraiment la puissance de sa voix . Elle nous avait habituer à des tubes dance ( "" Just dance "" , "" poker face "" ... ) que j’aime beaucoup mais qui ne mettait pas forcément en valeur sa voix . Mais dans ce film elle utilise vraiment sa voix et sa nous met des frissons nottament quand elle interprète les superbes chansons du film ( sa reprise de "" la vie en rose "" de Edith Piaf est super ) . Dans le film il y a un vrai parallèle entre l’histoire de la jeune chanteuse Ally et la vrai histoire de Lady Gaga dans la vraie vie . On sent que le personnage de Ally c’est vraiment Lady Gaga au début de sa carrière quand elle tente de percer dans la musique et qu’elle est complexé par son physique et que sa va lui donner un grand manque de confiance en elle . Pour masquer ses complexe lié à son physique Lady Gaga va se réfugier derrière des tenues exentriques . À la différence du personnage de Ally dans le film qui va décider grâce au personnage de Jack de rester naturelle et d’assumer pleinement son physique malgré les complexe qu’elle peut avoir . Et je pense que le personnage de Ally c’est ce qu’aurait voulu être vraiment Lady Gaga dans la vraie vie , c’est à dire une vrai chanteuse à voix qui ne se cache pas derrière des artifices . Dailleur Lady Gaga n’hésite pas à tacler dans le film , à travers le personnage de Ally , son statut de popstar excentrique nottament pendant la scène ou son producteur lui demande de se relooker en se faisant une couleur blonde et qu’elle l‘envoit ballader en lui disant qu’elle veut garder sa personnalité et rester naturelle et qu’elle n’a pas besoin de tout ses artifices ridicules pour réussir . Avec ce film Lady Gaga réalise ce rêve d'être vraiment la chanteuse qu’elle rêvait d’être . Bradley Cooper pour écrire le personnage de Ally à consulter Lady Gaga et sa se ressent vraiment dans le film qu’il y a une vrai part de Lady Gaga et une vrai part de vérité dans ce personnage ce qui rend le personnage de Ally vraiment vrai et attachant . Le duo Bradley Cooper / Lady Gaga fonctionne à merveille . Il y a une vrai alchimie entre les deux . Ils forment vraiment un très beau couple très attachant et touchant . Le film est ponctuer par de superbes chansons interpréter par Lady Gaga et Bradley Cooper devenus d’énorme tubes ( "" Shallow "" , "" Always Remember us this way "" , "" I’ll never love again "" ... ) qu’on a entendu partout à la radio et à la tv entre 2018 et 2019 qui fait donc office de b.o et qui donne une superbe ambiance au film . La reconstitution des scènes de concert dans lequel se produise les personnages de Ally et Jack interpréter par Lady Gaga et Bradley Cooper est super bien faite on s’y croirait vraiment . Bradley Cooper a vraiment très bien mis en scène ce film . Il c’est vraiment super bien débrouillé pour une première réalisation . La scène finale est vraiment très émouvante et m’a mis les larmes aux yeux  spoiler:  quand Ally interpréter par Lady Gaga décide de chanter la chanson "" I’ll never love again "" pour rendre hommage à son mari qui c’est suicider  . Une superbe scène qui clôture le film à merveille . Pour résumer « A Star is born  » est un beau film dramatique prenant et très touchant qui rencontra un énorme succès mondiale à sa sortie en 2018 ( plus de 430 millions de dollars de recettes mondiales . 2 millions d’entrées en France ) . "
5.0," J'ai 55 ans. Je fais partie de la generation Led Zeppelin. Lady Gaga, pour moi, c'était une star moderne hors de mon monde musical. Mon film préféré ? Le Patient Anglais. Une histoire d'amour sur fond de tragédie humaine. J'ai lu quelques critiques sur 'a Star is Born' et j'ai eu envie d'y aller. J'y ai emmené mon épouse qui ne savait absolument pas ce qu'elle allait voir.C'était il y a deux jours. Je ne suis toujours pas redescendu. C'est la première fois que j'écris quelque chose de public à propos d'un film. Ces deux acteurs arrivent à être tellement vrais qu'on pourrait croire qu'une vraie histoire d'amour avec un grand A a eu lieu entre eux deux. Pas besoin de scenes de nus, juste des mises en situation et ces expressions faciales de cette immense artiste qu'est Lady Gaga. Car au delà d'une histoire qui, comme beaucoup de spectateurs, dont mon épouse, m'a bouleversé, j'ai découvert une artiste immense. J'ai passé mon dimanche à découvrir les performances phénoménales de cette jeune new yorkaise.Nous y retournons samedi. Oui. Nous devons revoir cette merveille, main dans la main, la femme de ma vie et moi. "
3.0," Bradley Cooper et Lady Gaga réunis pour une romance pleine de chansons, voilà bien la promesse de belles émotions ! Ils ne déçoivent pas une seconde, tenant parfaitement leurs rôles, ils nous offrent des personnages très attachants. Lady Gaga est bien plus belle au naturel et a une voix incroyable, quant à Bradley, son look à la Kurt Cobain lui va comme un gant ! De très belles mélodies nous emmènent dans leur univers et leur histoire est très touchante. Dommage que dans la seconde moitié du film, l’énergie du début s’amenuise un peu. Cependant, rien de bien méchant, ça reste tout à fait correct ! Bref, deux très belles prestations pour un film assez prenant ! "
3.0," « A Star is born » premier film de Bradley Cooper et ainsi toutes les chances d’attirer un grand public, avec Lady Gaga en haut de l’affiche !Rien que ça !Et donc si ce n’est un gage de réussite, c’est déjà le pari d’un succès programmé, avec ce remake nº3 de « Une étoile est née » de George Cukor...Maintenant, cette histoire est sans doute le propre de beaucoup d’artistes du monde de la musique, du cinéma, ou du show-business,...Le reflet de ce que peuvent vivre celles et ceux, dont la route de la gloire, due à la reconnaissance, aux prix et récompenses, puis ainsi à la célébrité, amènent à des comportements à risque inévitables afin d’être toujours le meilleur en toutes circonstances. D’autant plus qu’ici le destin croisé de ces deux êtres, devient compliqué par une multitude de raisons, liées au passé douloureux et à la fragilité de l’un, au danger de la manipulation de l’autre, à la confrontation de deux egos et de leurs enjeux, et à celui d’un amour pourtant sincère mais malmené par la drogue et l’alcool !Sans compter que l’un, en tant que « rocker tendance country », est sur une pente glissante et descendante, alors que l’autre en « produit marketing ultra formaté » est en pleine ascension !En soi, rien de bien révolutionnaire au fond, un schéma assez classique, mais bien décrit dans son déroulement, surtout dans une deuxième partie plus aboutie sur le plan psychologique mais par contre assez classique et prévisible, et également un peu trop chargée en pathos aux alentours...Et il faut bien reconnaître que la fascination d’un très grand nombre pour la vie et les secrets de ces stars, y sera aussi pour beaucoup dans le désir de découvrir ce film, en posant par conséquence de sacrées questions sur la raison du pourquoi de ce curieux intérêt !S’enflammer pour Bradley Cooper et Lady Gaga à travers cette fiction pourra plaire ou déranger certains, mais leur vie n’a au fond rien de bien original ou nouveau à nous apporter en tant que vraies et intéressantes révélations, en tous cas pas plus que la nôtre ou celle du voisin, finalement... !Ce qui n’enlève pour autant rien à la prestation de ces deux acteurs, même si personnellement j’ai eu un peu de mal avec la tessiture de la voix de cette chanteuse, surtout quand elle la pousse à son paroxysme. Il en reste une romance avec de beaux moments, sincères, assez émouvants parfois, mais dont le traitement a l’américaine donne un côté très fleur bleue qui pourra plaire, mais qui affadit beaucoup la portée de cette histoire en la réduisant plus à un teen-movie. Pas de violons ici, et pourtant l’effet tire-larmes opère à fond, presque à l’overdose dans cette success-story made in USA. Un aspect sans doute inévitable outre-Atlantique, que l’on aurait préféré éviter pour en faire un film bien plus sombre, profond et percutant !Alors mi figue, mi raisin sans doute, mais après tout pourquoi ne pas se faire son propre avis, surtout si Lady Gaga est là, avec pour elle inévitablement un très beau et gros bénéfice assuré à la clé ! "
3.0," Bradley Cooper se lance dans la réalisation et on s’étonne de le voir choisir un nouveau remake de « Une étoile est née », déjà adapté trois fois au cinéma, la version la plus célèbre étant celle de 1954 par Georges Cukor avec Judy Garland dans le rôle titre. Le projet est passé entre plusieurs mains dont celle de Clint Eastwood avec Beyoncé dans le premier rôle. D’ailleurs, à la vue de « A star is born » on pourrait croire que l’octogénaire a laissé planer son patronage sur le film tant on y retrouve des traces de son œuvre. On nous dirait que c’est lui qui a mis en scène cette version qu’on n’en serait pas étonné. Finalement c’est une autre pop star qui hérite du rôle d’Ally, une jeune chanteuse qui ne parvient pas à percer dont la rencontre avec un crooner sur le déclin va changer la vie. Et non des moindres puisqu’il s’agit de Lady Gaga. La star crève l’écran sans que l’on en soit vraiment étonné au vu des ses prestations vocales et scéniques dans le passé ainsi que dans quelques apparitions notables, notamment dans la série « American Horror Story ». Ici, elle joue sans fard dans tous les sens du terme pour incarner ce personnage qui entretient de nombreuses ressemblances avec son propre parcours.Un jeu de miroirs intéressant qui nourrit d’ailleurs le long-métrage. La première partie du film qui ressemble beaucoup à un conte de fées est plutôt réussie. Bradley Cooper tente à tout prix de ne pas tomber dans le romantisme fleur bleue et, même s’il n’y échappe pas toujours, on finit par croire à cette histoire d’amour qui met des étoiles dans les yeux et du baume au cœur. On sent néanmoins que sa première réalisation est tiraillée constamment entre le film d’auteur à la tonalité plutôt grave et la romance sucrée tous publics. Cet écart se ressent fortement tout le long de « A star is born », l’œuvre alternant scènes intimes plus confidentielles et graves avec cet aspect de production sucrée pour midinettes en mal d’histoires d’amour qui font rêver (et pleurer dans les chaumières). La seconde partie apparaît moins convaincante avec davantage de poncifs et un déroulement plus attendu. C’est l’histoire bien connue de la jeune femme qui passe de l’ombre à la lumière ou de la chenille qui se transforme en papillon.Il y a de belles fulgurances qui traversent le long-métrage, notamment des moments musicaux qui parviennent à nous toucher en dépit d’une musique soit trop country et destinée à flatter le public américain, soit trop pop et très niaise. Mais parfois ça fonctionne… On apprécie également certaines relations (pas assez développées cependant), comme celle entre le rocker Jackson Maine (que Cooper interprète lui-même avec un sacré accent) et son frère. Des rapports émouvants et beaux qui auraient gagné à prendre plus de place dans « A star is born ». Mais on sent que le néo-cinéaste n’a d’yeux que pour son actrice principale. Le film n’est donc pas vraiment une déception mais pas une franche réussite non plus. Il parvient à nous émouvoir par à-coups, nous emporter dans sa première partie et moins dans une seconde plus consensuelle. Au bout du compte et du conte, on est face à un film qui se révèle juste être une sympathique sucess-story, un peu moins bête et naïve qu’à l’accoutumée. Et d’ailleurs, le final, assez tire-larmes, confirme cette impression générale.Plus de critiques cinéma sur ma page Facebook Ciné Ma Passion. "
2.5," Je suis fan de B. Cooper et malgré cela je me suis ennuyée dans ce film. Il y a des longueurs. En plus, le titre est mal choisi car on s'attache plus à l'histoire du ""has been"" qu'à celle de la star montante. Il faut dire que B. Cooper est à la fois réalisateur, producteur et acteur. il fallait bien qu'il se mettre en avant .... Une de me étoiles va à Lady Gaga qui non seulement a une très belle voix mais joue également juste . Une bonne surprise!... "
