Note,Commentaire
5.0," En 2011, le monde des comics accueillent un nouveau personnage du nom de Miles Morales, jeune métis de Brooklyn qui devient Spider-Man suite à la mort de Peter Parker.Créé par Brian Michael Bendis, le personnage fait l'effet d'une bombe, et est rapidement adopté par les lecteurs, bien loin d'un Peter Parker mais véhiculé par les mêmes idéaux.Depuis, l'hypothèse de le voir au centre d'une adaptation au cinéma est devenu un fantasme, au point que Phil Lord et Christopher Miller (réalisateurs géniaux de 21 & 22 Jump Street, ou de films d'animation transgressifs tels que Tempête de Boulettes Gantes et La Grande Aventure LEGO) imposèrent le personnage, certains de pouvoir raconter une histoire forte au sein d'un script différent de ce que l'on a vu jusqu'à présent.Réalisé par Peter Ramsey (réalisateur des ""5 Légendes"", un des Dreamworks Animation les plus originaux qui soient), Bob Persichetti (scénariste du Petit Prince, et animateur sur Atlantide, la Planète au Trésor ou encore Mulan) et Rodney Rothman (22 Jump Street), ""Spider-Man into the Spider-Verse"" est le pari fou d'une équipe de passionnés ayant travaillé d'arrache-pied pendant 4 ans.Après 20 ans d'animation 3D (popularisée par Pixar ou Disney entre autre) rapidement devenu une norme en terme de style (avec de rares exceptions, comme le court-métrage ""Paperman"" par exemple), ce nouveau film jouit d'une patte graphique absolument unique mêlant la 2D, la 3D, le pop art ou même la stop-motion. D'entrée de jeu le spectateur est plongé dans ce ""comic book vivant"" dès le générique d'intro : points, lignes, erreurs d'impression, onomatopées, bulles, cases et écrans splittés... On a véritablement l'impression de voir de somptueux artworks défiler devant nos yeux ébahis !Toute cette grammaire, loin d'un exercice de style, est digérée et utilisée de manière ultra inventive (on avait pas vu un tel mélange des genres depuis Speed Racer ou Scott Pilgrim) au sein du récit et au service de personnages. Le délire expériumental va être poussé encore plus loin, via une esthétique évoquant Lichtenstein, Andy Warhol ou même 2001.Sorte de double adaptation de Ultimate Spider-Man et de l'arc des Spider-Men du Multiverse, le film est en réalité une réappropriation totale, nous réintroduisant Miles Morales de manière aussi inédite qu'à ses débuts, en plus d'être une vraie relecture du mythe de l'Homme-Araignée.Jeune métis né d'un policier Afro-américain (Brian Tyree Henry, le Paperboi de la série ""Atlanta"") et d'une infirmière portoricaine (Luna Lauren Velez, vue dans ""Oz"" ou ""Dexter""), Miles suscite immédiatement l'empathie. Doublé par l'excellent Shameik Moore (révélation de ""Dope"" et ""The Get Down""), ce dernier, baigné dans un milieu multi-culturel contemporain, veut aider son prochain, est accro au street art, mais se sent étouffé au sein du cocon familial et son lycée huppé, trouvant du réconfort auprès de son oncle Aaron Davis (personnage pivot de la mythologie du personnage, doublé par un Mahershala Ali impeccable).Son quotidien sera rapidement chamboulé le jour où il fait la rencontre d'une araignée génétiquement modifiée semblant venir d'une autre dimension, ainsi qu'en faisant la rencontre de Spider-Héros.Démarrant dans le cadre classique de l'origin story, via des situations rappelant et détournant les débuts de Peter Parker, l'histoire va emprunter un autre chemin, parfois même complètement surprenant, via une relecture pop et métatextuelle.Instaurant une relation mentor-élève entre Peter et Miles, c'est un véritable passage de témoin qui s'opère, mais pas forcément à sens unique.En effet, c'est grisant de voir un Peter quadragénaire (doublage excellentissime de Jake Johnson), ayant tout perdu et oublié ce que c'était d'être un héros et se nourrir de sa relation avec Miles ainsi que de son désir de sauver la veuve et l'orphelin.L'ajout de l'intrépide Spider-Gwen (Hailee Steinfeld pétillante dans le rôle), du ténébreux Spider-Noir (un Nicholas Cage savoureux qui use de son timbre grave, c'est l'idée du siècle pour ce personnage sorti d'un detective comics 40s), la kawai Peni Parker (Kimiko Glenn prête sa voix pour ce personnage issu de l'an 3145, arrivant en 2 secondes à nouer une relation plausible avec son spider mecha) ou de Peter Porker le Spider-Ham (John Mulaney s'amuse comme un fou avec ce personnage complètement absurde de porc anthropomorphique) ne nuisent en rien à l'histoire, bien loin d'être des faire-valoir désincarnés.Chacun est doté d'un style d'animation unique (respectivement tons pastels, roman graphique en noir et blanc, manga anime et cartoon)qui se répercutera même lors d'effets de style ou les environnements, jusqu'à carrément se mêler !L'univers des réalités parallèles n'aura jamais été exploitée de manière aussi fluide et cohérente paradoxalement, renforçant le parcours initiatique de Miles ainsi que le propos du film : n'importe qui peut être un héros à condition de le vouloir (thème étant à la base même de la création du personnage et du symbole de Spider-Man).Cette vivacité se retrouve bien évidemment dans l'écriture et les dialogues, complètement savoureux, loin des gags faciles et complètement raccord avec la psychologie des personnages via ce choc des cultures inter-dimensionnels.Les scènes entre Miles et Peter sont brillantes, jouant du contraste entre notre Tisseur débutant aux capacités inédites et un Spider-Man virevoltant ayant fait ça toute sa vie.Mais aù-delà d'un humour ravageur, le film n'oublie pas de happer le spectateur dans des scènes d'action grisantes et impressionnantes, douées d'une mise en scène renvoyant au bac à sable la totalité des films du genre, ou encore des séquences de tension bienvenues ou d'émotion et de vulnérabilité surprenantes, lourdes de sens.Bien que complètement inédit, l'univers dépeint reste entièrement cohérent et respectueux de l'oeuvre de Ditko et Lee, nous abreuvant d'un lot incommensurable d'easter eggs plus ou moins cachés, renvoyant aussi bien à l’œuvre papier qu'aux films de Raimi. Déclaration d'amour totale, la galerie des vilains n'est pas en reste et invite notamment le Caïd (Liev Schreiber) mais également le Bouffon, Tombstone et d'autres, toujours avec ingéniosité. Le reste du casting réserve également quelques surprises (Chris Pine, Zoe Kravitz ou encore Oscar Isaac, et un des meilleurs cameos de Stan LeeJamais dans l'ombre de Danny Elfman ou Joe Perry, l'OST signée Daniel Pemberton frise l'insolence devant son excellence et son mélange des genres inspiré, composant à la fois des sonorités hip-hop, jazzy, électroniques ou symphoniques. En résumé un cocktail auditif nerveux, détonnant, intrépide, trépidant et jouissif, renforcé par une soundtrack convoquant Post Malone, Vince Staples, The Weeknd ou Kendrick.Conte initiatique puissant et inspirant, récit d'héroïsme et d'émancipation puissant, histoire d'amitié prenante, origin story émouvante, les superlatifs sont là pour cette pépite hybride et post-moderne venue d'un autre monde, anomalie totale et authentique où chaque seconde bénéficie d'une réelle idée pleine de virtuosité.Non seulement il s'agit du meilleur film sur le Tisseur, mais également un des meilleurs films du genre tout simplement, ainsi qu'une date dans l'histoire de l'animation.En d'autres termes : un petit chef-d'oeuvre ! "
4.5," On ne présente plus Spider-Man, un des super héros les plus connus de l’univers Marvel. Sony Pictures tente ici de s’écarter des nombreux films, reboots, suites et spin-off, de ces dernières années pour offrir un film d’animation parallèle. Le résultat est une réussite totale. C’est d’abord un très bel hommage aux univers de l’homme araignée, en y présentant plusieurs versions créées (même si elles sont loin d’être toutes là). Spider-Man Noir notamment, une version très classe et peu exploité, nous montre tout le potentiel de ces univers parallèles. Ce film excelle aussi dans son parti-pris visuel, l’animation est très travaillée, originale, mêlant même différents styles pour nous en mettre vraiment plein les yeux. Le scénario tient bien la route, même s’il est sans grande surprise, il multiplie les clins d’œil et références pour notre plus grand plaisir. Forcément, qui dit Spider-Man dit humour, et c’est encore une fois un sans-faute. Bref, rien à redire, on ne voit pas le temps passer, un incontournable pour les fans de l’araignée, un film d’animation comme on aimerait en voir plus souvent ! "
4.5, Rare sont les films dans le genre Super-Héros à être aussi proche de la perfection.Ce film va surement devenir culte au même titre que la sagas de Sam Raimi.Rien à dire d'autres. 
5.0," Si nos attentes étaient grandes concernant le film produit par Phil Lord (également co-scénariste) et Chris Miller – les gars de La Grande Aventure LEGO, 22 Jump Street, etc. – , on peut désormais dire qu’elles ont toutes été contentées. Visuellement, on assiste à une technique d’animation inédite qui semble donner vie au papier. À mi-chemin entre le comics et la 3D classique, le long-métrage utilise autant les spécificités des BD, comme les onomatopées ou encore la colorisation caractéristique, que le jeu de profondeur de la 3D pour nous offrir un hommage fidèle, original, enchanteur. "
4.5," Un excellent film, hyper rythmé, visuellement intriguant et doté d’une belle histoire. Rempli de rebondissements, un humour bien dosé, ce Spider Man est sans conteste un des meilleurs. La manière dont les présentations sont faites sont juste excellentes, le postulat de base est exquis. C’est réellement une bouchée d’air frais dans ce film moderne où rien n’est à jeter. A voir ! "
4.0," Ce nouveau Spider Man est une claque rafraîchissante. Visuellement ébouriffant il permet également de développer la mythologie du tisseur en incorporant son univers étendu. Un pari osé qui tient la route grâce à une réalisation rythmée, pop, bourrée de références, parfois touchante à la manière des Pixar, souvent impressionnant à la manière des Dreamworks. La bande originale rap est une tuerie. Spider Man Into the spiderverse est à l’heure actuelle sans doute le meilleur hommage cinématographique aux comics. https://www.facebook.com/la7emecritique/https://www.cineserie.com/critiques/cine/spider-man-new-generation-la-meilleure-adaptation-du-tisseur-2165864/ "
5.0," Juste incroyable, tant sur la mise en scène, le style du dessin, le scénario et la bande son, pour moi le meilleur animé de l'année voire meilleur film. "
4.0," L’homme araignée est de retour sur grand écran avec pour la toute première fois un dessin animé particulièrement haut en couleur (et c’est le cas de le dire !). L’histoire est osée à n’en pas douter mais il y a enfin une suite d’actions qui se tiennent et qui laissent une grande part à la créativité des scénaristes ; chose qui avait été délaissée depuis le Spider-Man 2 de Sam Raimi. On avait affaire soit à d’énormes aberrations, soit du déjà-vu. L’avantage de ce « Spider-Man : New Generation », c’est qu’il a su tirer profit des erreurs du passé en, d’une part, ne les refaisant pas et, d’autre part, s’en moquant légèrement par ci par là. Les personnages sont quasi tous développés et surprennent à leur façon comme le Caïd ou Spider-Ham. L’idée d’utiliser un choc dimensionnel avec le « Spider-Verse » est aussi convaincante : on se prête au jeu volontiers même si ce n’est pas toujours évident de tout comprendre. En bref, ce nouvel épisode permet de redonner des couleurs à Spider-Man et confirme que même un gros studio comme Marvel peut conserver toute son imagination. "
5.0," Une énorme claque visuelle ! Je suis ressorti de la salle abasourdi par la tatane que ma rétine venait de se prendre ! En plus de ça les personnages sont mieux construits que dans 90% des blockbusters ""live action"" qu'on voit passer ces temps ci, le fan service est malin, le discours de fond intelligent, le rythme soutenu... que du bon ! Un pari risqué mais largement remporté par sony donc � "
3.5," Spider-Man : Into the Spider-Verse annonçait déjà la couleur lors de la dernière scène post-générique de Venom, on voyait que le produit allait nous en mettre plein la vue et c'est chose réussie ! Hollywood a exploité à maintes reprises de multiples récits sur l'homme araignée (la trilogie de Sam Raimi, les deux blockbusters de Marc Webb ainsi que Jon Watts) et voilà que trois réalisateurs décident de produire un film d'animation en relief en la mémoire de Stan Lee. A noter que le début du film,  spoiler:  on provoque Sam Raimi sur de méchants clins d’œil à ses trois films !  C'est drôle ! L'histoire de Into the Spider-Verce nous étonne à chaque détour mais celle-ci n'est pas très simple pour les jeunes enfants  spoiler:  - des Spider-Man de différentes dimensions débarquent dans un New York moderne et tente de neutraliser Doc Ock et Wilson Fisk avec l'aide de Miles Morales, un garçon brillant qui a récemment été piqué par une araignée radioactive -  mais il est expliqué avec beaucoup de finesse par un narrateur. Des personnages plutôt intéressants ! Sa trame sonore se veut excellente sur une musique répétitive qui donne le sourire de Post Malone - Sunflower. Le visuel est différent, à la fois vintage et révolutionnaire, ce n'est pas étonnant qu'il est remporté un Golden Globes... On voit même  spoiler:  apparaître des vignettes, des bulles, des cartouches et des onomatopées.  Une chose originale dont lequel ce nouveau Spiderman se démarque bien des autres films d'animation et apporte indéniablement un vent de fraîcheur bienvenu à l'ensemble, il est impossible de le nier ! Le film se permet aussi un humour déjanté  spoiler:  - voir tante May bad-ass, armée d'un fusil, Peter B. Parker en quarantenaire obèse et divorcé et puis il y a Spider-Ham !  Ce dernier rend toutes les situations comiques. Mentionnons  spoiler:  deux caméos  du regretté Stan Lee, le vétéran des Marvels... Vous l'aurez enfin compris, Spider-Man: Into the Spider-Verse est un film d'animation époustouflant, fun et coloré dont les fans de l'univers Marvel seront aux anges devant cette nouvelle création américaine. Plaisant ! "
