Note,Commentaire
4.0," Batman Begins , avait posé les bases du nouveau Batman malgré de grosse lacunes en matière de scènes d'actions parfois illisibles, The Dark Knight améliore ces défauts et explose tout ce qui a été fait sur les super héros, pour la première fois on a le film ultime sur Batman; finit les gamineries colorés à la Schumacher, et le gothique dépressif de Burton voici le Batman réaliste et adulte. Ce n'est plus seulement un divertissement estival, mais un film d'auteur qui utilise des thèmes beaucoup plus sérieux et matures que de sauver le monde, et botter le cul des méchants; qui ne repose pas sur des scènes d'actions tape à l'œil fait à la pointe de la technologie. Dans TDK, le super héros est à la ramasse, il se fait mené le bout du nez par un méchant charismatique et machiavélique en la personne du joker, qui a toujours une longueur d'avance. Les bons meurent, les méchants sont toujours là; la lutte n'a jamais semblé aussi désespéré pour Batman. Ce film est un chef d'œuvre de bout en bout, une référence pour les films de superhéros, il ne s'agit pas d'apprécier l'action, les personnages, ou les effets spéciaux mais de regarder l’un des plus grands films de super héros. "
5.0," Tous les superlatifs ne serviraient pas à décrire la baffe monumentale que nous inflige The Dark Knight. Christopher Nolan n'a pas fait que transformer nos attentes en pur plaisir, il a réussi à décupler ce plaisir en signant un film prodigieux. Mais The Dark Knight n'est pas qu'un simple film, c'est un pur chef d'œuvre, le genre d'œuvre qu'un réalisateur ne signe qu'une seule fois, comme l'aboutissement de sa pensée et de sa fibre artistique. Il signe ici bien plus qu'un film de super-héros, avec un production extrêmement noire, bien éloignée du fantastique et plus proche du film d'anticipation. The Dark Knight est un film ultra-réaliste, dans un environnement contemporain, avec des personnages d'une très grande humanité. Chicago se substitue ainsi à Gotham de Batman Begins. Chaque personnage est développé en profondeur, Harvey Dent en premier, tous sont rongés entre le bien et le mal et leur évolution est d'une cohérence hors-norme. Au milieu de ce chaos, il y a l'instigateur, le Joker, brillamment interprété par Heath Ledger, seul personnage profondément habité par le mal, dont le caractère est bien défini, bien qu'il se révèle dans l'excès au fur et à mesure du film. La maîtrise scénaristique dont fait preuve Nolan est d'une profondeur gargantuesque. On ne compte plus les thèmes qui sont abordés, sachant que tous sont intelligemment traités: dérive sécuritaire, l'individualisme de la société, la passivité des habitants face à un terroriste et bien sur la lutte entre le bien et le mal, traduite sur grand écran comme jamais. En effet, à aucun moment le film ne tombe dans un manichéisme primaire. Les personnages sont tous à la limite de la rupture, ne sachant jamais réellement comment se situer, menés par le bout du nez par le Joker. La mis en scène est hors-norme, Nolan utilise à merveille le budget accordé pour un tel blockbuster (même si le film est bien plus que cela). Les scènes d'actions sont des grand moment de bravoure, à ce titre la scène d'intro est aussi jouissive que la scène de braquage du milieu de film dans Heat. Les apparitions de chaque acteur sont toutes pesées, réfléchies, pour susciter l'attente à chaque fois, pour organiser une suite d'évènement réaliste. A ce titre chaque apparition du Joker vous fera vous redressez sur votre siège. La performance de Heat Ledger est exceptionnelle, 100 fois, 1 000 fois meilleure que celle de Nicholson. Son interprétation est brillante, comme habitée par le personnage et ses répliques sont toutes cultes. Nolan signe donc un chef d'œuvre. Il faudra plusieurs visionnages pour s'approprier la merveille qu'est The Dark Knight, 2 me semblent être le minimum syndical tant le scénario est riche et se révèle au fur et à mesure du temps. Le film ne souffre absolument d'aucun défaut, même le triangle amoureux est intéressant. On ressort de ce film retourné, lessivé, transformé, habité par un sentiment de puissance, de ce je ne sais quoi que seul les très très grands films suscitent. MAGISTRAL "
5.0," Comme je l'ai dit dans ma précédente critique de The Dark Knight Rises ( s'y référer pour plus de détails ), The Dark Knight y est supérieur et constitue le meilleur Batman de tous les temps. Beaucoup essaie de comprendre comment cette oeuvre peut être la meilleure de toutes celles qui traitent de super-héros. Ce n'est pas dur de percer le mystère qui entoure ce film; c'est une histoire de dosage. Un peu d'humour par ci, des sentiments par là, de l'action en masse, des effets spéciaux excellents, etc, etc... Christopher Nolan nous a tant fait plaisir avec ce long-métrage que je me devais d'écrire cette critique et de complimenter son travail pour le remercier. Déjà, il s'attaque à un personnage emblématique de l'univers de l'homme chauve-souris, le Joker, sa Némésis et son égal tourné vers le mal. C'est surtout sur ces deux derniers points que Nolan se focalise pour la psychologie du personnage, qui admettons le est très bien travaillée. Il fait du clown humoriste et amateur de gadgets un génie du crime charismatique et amateur de tours de magie. Et qui aurait pût prêter ses trais à un tel personnage, si ce n'est l'excellentissime Heath Ledger, révélé par le Secret de Broke back Mountain? Il n'aura jamais été aussi impliqué dans un film que dans ce Batman là et aura sût interpréter son rôle à la perfection en lui offrant un côté psychopathe que nul autre acteur n'aurait pût lui donner. C'est un peu l'âme du film, en plus de la mise en scène excellente et du scénario proche de la perfection. Il lui suffit d’apparaître à l'écran pour voler la vedette au justicier masqué. La transition entre la première et la seconde partie du film est excellente et les dialogues finement ciselés. Le Double Face d'Aaron Eckhart est largement supérieur à celui interprété par Tommy Lee Jones, en plus d'être plus approfondit, mieux travaillé et largement mieux interprété. Pas un instant dans le film on ne s'ennui et les scènes défilent sans qu'on se rende compte que l'on s'approche irrémédiablement de la fin. Je pourrais en débattre des heures durant mais je préfère ne pas vous gâcher la surprise et vous laisser le voir pour vous faire une raison. C'est un classique du cinéma de genre en plus d'être un chef d'oeuvre absolu du cinéma tout court. "
5.0," Le final de Begins était sensationnel et annonçait du lourd, mais nul n'était préparé à une telle claque, en la personne du Joker, véritable pilier du film. On peut même reprocher à Nolan d'avoir misé son script sur le personnage, parce qu'en plus d'être le méchant le plus captivant que j'ai jamais vu de ma vie, c'est le Joker qui change la donne et la lutte contre le crime de Batman, et au final, avant que ce dernier ne prenne le contrôle de la pègre, le film met un petit peu de temps à démarrer (disons la première demi-heure, malgré une scène d'ouverture simplement bluffante). Un calme nécessaire pour la tempête annoncée par l'affiche (traumatisme post 11 septembre). Bref, j'essaie de vous schématiser un peu la puissance du truc : Le Joker se pointe comme la création de Batman, alors qu'il avait juré d'éradiquer la criminalité et l'injustice. L'homme qu'incarne Heath Ledger (RIP) comme on ne l'a jamais vu au cinéma, crève littéralement l'écran, dans la peau d'un méchant insaisissable, jamais à court d'idées et de surprises, qui n'a aucun scrupule à tuer, aucun scrupule à mourir. Certains ne cherchent rien de logique, mais veulent seulement voir le monde brûler. Est-ce que pour autant il faut en éclipser ce bon vieux Batman ? Au contraire, le personnage gagne en froideur à mesure que son monde extérieur s'écroule sur ses épaules. C'est simplement le film le plus noir, tragique, pessimiste de la saga Batman, et peut-être même de l'univers cinématographique du super-héros (sauf Watchmen ? A revoir pour confirmer). Bref, passée la première heure, le film décolle dans un scénario totalement sick, mené par les pulsions du Joker, car c'est bien lui qui mène la danse dans le film, de A à Z, impossible à surprendre ou contrarier (et quand c'est le cas, le jeu d'acteur de Heath Ledger troue le ***), de scènes d'actions explosives en scènes d'actions explosives, le tout vieillissant difficilement car Nolan, en bon cinéaste qu'il est, évite au mieux les CGI, et préfère nous faire profiter de ses scènes les plus épatantes en Imax où le niveau de détail donne envie de pleurer. Batman poussé dans ses derniers retranchements, mais pas que. Si Christian Bale assure en chevalier noir, le chevalier blanc incarné par Aaron Eckhart est tout à fait convaincant, jusqu'à cet instant dramatique où il est brillamment et spontanément transformé en un monstre arbitraire par le Joker, encore une fois ; et là, l'acteur s'en sort franchement bien et redonne à Two Face la gloire qu'il méritait (maquillage effrayant). Bref, niveau torture et complexité psychologique, entre les héros déchus et les monstres énigmatiques aux origines brumeuses, on a de quoi se sentir mal. Les seconds rôles s'en sortent forcément bien, fidèles à leur prestation dans Batman Begins, et Maggie Gyllenhaal parvient à faire oublier une Katie Holmes insuffisante. Le super-héros torturé et déchu a trouvé son film : c'est The Dark Knight. Et si le côté souffle épique et émotion pure est à privilégier dans son excellente suite ""The Dark Knight Rises"", la noirceur est à son apogée dans ce film de fou. Les répliques du Joker (toutes mémorables je le promets), sa psychologie ambiguë, ses dilemmes, le pessimisme, Batman/Wayne repoussé dans ses derniers retranchement, la folie qui s'empare de la ville malgré les efforts de Batman, la culpabilité, les moyens énormes mis en œuvre par Nolan, le réalisme du chaos, la musique angoissante, prenante, et brutale de Hans Zimmer, et ce final dantesque ... J'ai jamais vu un film de super-héros m'ayant procuré un tel effet : Un vrai coup de maitre de densité. Le film assure avec brio la transition dans la trilogie de Nolan, à présent l'une des meilleures trilogies que j'ai jamais vu de ma vie. "
5.0," C’est un personnage clivant.D’un côté il y a ceux qui diront qu’il secoue la fourmilière et que ses méthodes peu orthodoxes permettent enfin de voir de la lumière au milieu du néant.Et puis de l’autre côté il y a ceux qui n’y voient qu’un problème supplémentaire ; une énième déclinaison du mal qui participe à faire sombrer l’ensemble dans l’abime.Oh ça oui, il divise ce chevalier noir du cinéma……J’ai nommé Christopher Nolan.Et pourtant, s’il y a bien un film sur lequel l’auteur anglais a su plus ou moins mettre tout le monde d’accord sur sa maestria, c’est bien ce film-là, « The Dark Knight », deuxième volet de sa trilogie consacrée à Batman.Et au fond rien d’étonnant à cela car à bien tout considérer ce film fonctionne pratiquement comme un point d’équilibre dans cette trilogie, pour ne pas dire comme un point d’équilibre dans la carrière de Nolan tout court.Quand « The Dark Knight » sort en 2008, Batman, Nolan et le public sont tous les trois arrivés à une certaine étape de leur relation.A la veille de la sortie de ce film, l’homme-chauve-souris n’est plus qu’un héros cinématographique laissé en lambeaux par Joel Schumacher (…même si je trouve les gens un brin sévère avec l’ami Joel, mais là n’est pas le sujet), quant à Christopher Nolan il commence à sortir de son relatif anonymat : après l’essai virtuose que fut « Memento », il a su confirmer qu’il était capable de se plier à des codes plus classiques et conventionnels avec « Insomnia ». Mieux encore, en s’étant attelé à « Batman Begins » en 2006, l’auteur anglais a su démontrer deux ans avant la sortie de ce « The Dark Knight » qu’il pouvait concilier une multitude d’exigences pourtant d’apparence contradictoires : celle d’un blockbuster tout d’abord, celle d’un auteur ensuite, et surtout celle du public.Et ce fut d’ailleurs sur ce dernier point que Nolan est sûrement parvenu à réussir son plus beau tour de force avec son « Begins », il est parvenu à convaincre le public.Parce qu’en effet, si en 2006 ils avaient été nombreux à encore grogner face à cette réinterprétation de la saga de l’homme-chauve-souris – comme quoi ce n’était pas assez sombre, baroque, glauque, fou, jacknicholsonesque pour être digne d’être un Batman (ce qui à l’époque aurait pu être traduit par : « ouin ouin, je veux qu’on me resserve du Burton ») – le fait est que deux ans plus tard, quand les premières trailers de ce « Dark Knight » sont sortis, beaucoup de ces chouineurs des premières heures ont eu le temps de ravaler leurs larmes et d’accepter que – ô surprise – ça pouvait avoir de l’intérêt que les nouveaux films soient des films nouveaux.Bref, pour dire les choses plus succinctement : en 2008, les planètes étaient correctement alignées, et ce « The Dark Knight » a su se montrer à la hauteur de l’évènement… …Et pas qu’un peu.Car ça ne parait pas mais, avec le recul, on oublie peu à peu ce que fut ce film en son époque : une claque.…Ou plutôt devrais-je dire : une petite révolution.Car oui, si ce film apparait aujourd’hui comme un classique – et le Batman qu’il nous présente comme une évidence – il n’en était (presque) rien en 2008.Car ce film agit clairement comme un véritable bâton de dynamite à l’égard de la figure de Batman, de son univers, pour ne pas dire carrément pour tout ce qui relève du cinéma de super-héros.Et si les comics de Loeb ou de Miller avaient déjà un peu préparé le terrain – ainsi que « Begins » bien entendu – c’est malgré tout clairement ce « The Dark Knight » qui récupère tous les fruits de cette entreprise audacieuse. En l’occurrence ici : une entreprise de destruction.… Ou pour être plus précis : une entreprise de déconstruction.Car c’est bien de cela dont il s’agit. Voilà un film où toutes les cartes sont brouillées.Qui est le roi, la dame, le valet et le Joker ? …On s’y perd.D’habitude dans un film de super-héros, le personnage principal est un super-sauveur venu sauver le monde d’un super-méchant à l’origine de tous les super-maux.Mais dans ce « The Dark Knight », alors qu’une magnifique scène d’intro semble d’emblée nous présenter le Mal incarné – semeur de trouble, fou, traitre avec les siens – ce qui s’ancre absolument dans les attendus du genre, voilà que tout ce qui suit dans ce film s’amuse à troubler ces représentations pourtant si magistralement clarifiées.Car sitôt le héros doit-il faire son apparition pour rééquilibrer la partie d’échecs entre les blancs et les noirs que l’homme-chauve-souris tant attendu est remplacé par de pâles copies fauteuses de troubles.Et si dans un premier temps on peut se sentir floué par cette vile substitution, l’arrivée du héros véritable ne lève pourtant en rien l’ambiguïté.En quoi son costume et ses méthodes diffèrent-ils finalement ? En quoi son action en dehors du cadre communément accepté apparaitrait-elle davantage légitime que celle de ces frêles copycats ?En fait l’entrée en scène de Batman ne clarifie rien. Au contraire, elle installe le malaise.L’habitude volant en éclat, le spectateur se retrouve dès lors avec ce qu’il y a de pire pour un héros.…Des questions.Mais au fond qui est Batman ? Ce n’est plus l’identité de l’homme qui intéresse ici mais bien le rôle qu’il joue au sein de l’espace de vie commun.Est-il bien le héros ? Est-il bien celui qui règle les problèmes ou bien au contraire est-il celui qui les créé ?Car plus les scènes s’enchainent et plus cette question – odieuse pour le héros – est posée.N’est-il pas un mal plus grand que le mal qu’il prétend combattre ?Car après tout, le Joker existerait-il dans une Gotham sans Batman ?Les grands bandits accepteraient-ils de se lier à un fou au visage peint si en face il n’y avait pas un fou au visage masqué ?Dans « The Dark Knight » la question n’est plus l’homme, ou le but, mais bien la méthode.Les règles briment surement mais elles permettent aussi de servir de repère – de norme – pour éviter l’escalade.Et là où ce « The Dark Knight » devient soudainement une captivante excursion vers l’enfer, c’est que plus le héros va vouloir agir pour combattre le mal et plus ce mal va s’accroitre.Plus Batman croira que c’est à lui de combattre le Joker et plus le Joker il renforcera.Masque noir contre masque blanc. Deux facettes au fond d’une même pièce.Une pièce qui à force de virevolter par cette lutte incessante entre ses deux figures troublionnes en vient à livrer la ville au hasard du chaos plutôt qu’à l’ordre.Ainsi les scènes s’enchainent-elles en dévoilant de plus en plus ce renversement progressif de valeur.Un convoi blindé devient ainsi le véhicule le moins sûr de la ville.Pire encore, un défilé de policiers en arme en vient à refiler la chair de poule.A chaque fois il suffit d’un seul agent trouble pour que l’alignement vole en éclat.Et cet agent du chaos est bien là. Et il est double.Joker. Batman.L’alimentation perpétuelle des extrêmes.Deux entités qui poussent le chaos à son paroxysme lors d’une scène surréaliste en plein cœur d’un commissariat.Se substituant carrément à la police, Batman fait sombrer le dernier bastion d’ordre.La chauve-souris en pleine lumière. Vulnérable. …Mais surtout exposée pour ce qu’elle est vraiment. Une vermine qui n’est clairement pas à sa place.De là, « Dark Knight » a-t-il une voie toute tracée vers le chef d’œuvre qu’il se devait d’être et qu’il a su devenir.Une fois le chaos installé, ne restait plus à ce film qu’à accomplir la prophétie déjà initiée par le prédécesseur.Dans « Begins », le héros véritable avait su naître du sacrifice.Il avait fallu accepter de ne pas sauver Bruce Wayne pour que le vrai Batman surgisse enfin.Dans « Dark Knight », c’est à Batman d’apprendre à se sacrifier à son tour.Le tout est juste de savoir au profit de quoi… …Ou au profit de qui.Et c’est d’ailleurs là que ce film nous gratifie de sa dernière idée de génie.Harvey Dent. spoiler:  Harvey Dent c’est le véritable chevalier blanc de l’histoire. Celui qui fait tomber les méchants en restant dans le cadre de la loi. Si Batman doit se sacrifier, ça doit être au profit de cet homme-là. Plus qu’un sacrifice, Dent apparait même pour le chevalier noir comme une libération. Sitôt le chevalier blanc acceptera-t-il d'endosser à lui-seul le fardeau pour mener la sainte-croisade que chevalier noir pourra dès lors disparaitre et laisser Bruce Wayne renaître de ses cendres. Seulement Dent, loin d’être une libération, va au contraire se transformer dans ce film comme une nouvelle épreuve pour le héros. Pas à la hauteur – pas capable d’encaisser la mort de Rachel et donc le poids du sacrifice – Dent va basculer à son tour dans la vengeance personnelle. Il va devenir un nouveau chevalier noir. Pire, un chevalier noir qui franchira le point de non-retour ; celui qui faisait que Batman se convainquait lui-même qu’il restait malgré tout du bon côté… Dent tuera.  Dent, c’est l’épreuve ultime pour Batman. spoiler:  C’est celle qui va lui faire passer un cap supplémentaire dans sa démarche personnelle sur la voie de l’héroïsme. Car c’est pour Dent que Batman accomplira ce qui sera dans ce film son seul vrai acte d’héroïsme… …Il se sacrifiera. Comme un mantra de chacun des épisodes de la trilogie de Nolan, le héros ne se transcendera que par le sacrifice. Ici, Batman n’accédera à ce statut que lorsqu’il parviendra à imiter le geste salvateur du prisonnier sur le bateau piégé. Il préfèrera se sacrifier plutôt que de prendre part au cycle de chaos. Il commencera par lui plutôt que de reporter la charge sur l’autre. Pour Batman, cela se traduira par le fait de prendre à son compte les meurtres accomplis par Dent avant que ce dernier ne meure. Dent avait su se faire une icône plus immaculée que Batman pour incarner la justice luttant contre le crime. L’image du chevalier blanc pouvait être sauvée à condition de détruire définitivement celle du chevalier noir : d’en faire un vulgaire assassin. Le chevalier noir accepte ce fardeau supplémentaire. Il le fait pour la cause. Au dépend de lui-même. Et ce n’est pas un hasard d’ailleurs si le titre « The Dark Knight » n’apparait pour la première fois qu’à la fin du film. Car c’est cet acte qui représente le vrai acte de naissance du héros dont il est ici question. Batman ne devient un héros qu’à la fin. Il n’est adoubé chevalier qu’au bout de son périple, et pas avant. Par ce dernier geste, Christopher Nolan scelle sa Chapelle sixtine. …Son chef d’œuvre au sens littéral du terme.Car on l’oublie trop souvent mais au sens littéral du terme un chef d’œuvre c’est la forme la plus aboutie de l’œuvre d’un artiste quel qu’il soit.Or, pour ma part, il me semble évident que « The Dark Knight » est le chef d’œuvre de Nolan et qu’il le restera sûrement jusqu’au bout.Pourtant – et j’insiste sur cette précision – « The Dark Knight » n’est pas mon film préféré de Nolan. Je lui préfère nettement « Memento », voire « Le Prestige ». J’ai même plus d’attachement à « The Dark Knight Rises » qu’à ce « The Dark Knight ».Seulement voilà, force m’est de constater que de tous les films que Nolan a pu faire, celui-ci est le plus abouti. Le plus accompli.Je n’arrive pas à y voir de fausse note.D’ailleurs, j’ai l’impression que peu en voient. (Parce que, personnellement, j’avoue que j’accorde très peu de crédit à celles et ceux qui en sont réduits à considérer ce film comme nul juste parce que les combats sont plus mollassons que dans un « Avengers »… Et je n’invente rien : je l’ai déjà lu et entendu.)A bien tout prendre, tout colle ensemble. Tout fait sens.Même le style si métrique de Nolan sied parfaitement à la démonstration.Gotham est une ville géométrique qui incarne un ordre à elle toute seule.Mais dans cet épisode des plus sombres, les lignes se troublent. La géométrie semble soudainement fragile.Il suffit d’un flic souriant ou d’un câble tiré à travers la rue pour que soudainement l’harmonie soit rompue.Chaque scène, de par sa métrique – de par sa capacité à jouer sur les ruptures et les suspensions – participe à faire de ce film tout entier une œuvre qui chante une mécanique du chaos. Une mécanique que rien ne semble pouvoir arrêter…Et puis à la fin, il y a ces deux gestes qui sauvent – celui du prisonnier d’abord puis celui de Batman ensuite – qui viennent rompre cette mécanique.Une suspension d’abord. Une nouvelle dynamique ensuite.Toute la forme de ce film résume au final à la perfection ce que ce « The Dark Knight » est et ce que ce « The Dark Knight » dit.Car n’oublions pas ce qu’est « The Dark Knight ».C’est un acte de déconstruction, puis de reconstruction.Un acte pivot dans la trilogie de Nolan, mais aussi un acte pivot dans tous les films de héros et de super-héros.Combien de grandes sagas se risqueront – après ce « The Dark Knight » – à mener une introspection de leur personnage principal en le déconstruisant ?« Kick-Ass » en 2010, « Skyfall » en 2012, « Iron-Man 3 » en 2013, « Logan » en 2017, ou bien encore la récente série « The Boys » en 2019…C’est d’ailleurs aussi à ça qu’on reconnait un chef d’œuvre.…Au fait que d’autres s’inspirent de lui au point d’en faire une nouvelle norme.Alors peut-être que même face à un bijou pareil, certains trouveront encore à redire contre Christopher Nolan…Certains évoqueront sûrement un coup de chance d’autre un film surfait……Parce qu’après tout, il est tellement existentiel de maintenir pour certains le clivage.Mais au bout d’un moment il est tout de même bon pour chacun de savoir se poser les bonnes questions.…De questionner non pas les identités et les buts, mais plutôt les méthodes.Car peut-on vraiment se considérer comme un héros du cinéma quand on décide de nier la maitrise et la justesse d’un film comme celui-là ?Attention donc… Car à user parfois trop de mauvaise foi, on alimente les Joker qu’on croit pourtant combattre… "
5.0," Il y a des films qui laissent une trace indélébile dans l’Histoire du cinéma. Novateur, brillant, visionnaire : des long-métrages qui n’en finissent jamais d’impressionner. The Dark Knight en fait partie.En 2003, Christopher Nolan se voit confier la réalisation d’un film Batman. Le super-héros a disparu des grands écrans depuis Batman & Robin, une abomination dont plus personne ne veut entendre parler.Nolan met en scène Batman Begins. Il s’agit d’une relecture des origines du chevalier noir, inspirée de plusieurs comics mythiques, avec une approche plus réaliste et mature, propre au cinéaste. Le film est un franc succès, pour le public comme la presse. Et l’aventure est loin d’être terminée…The Dark Knight (sous-titré Le Chevalier Noir en VF) sort sur nos écrans en 2008. Un choc sans égal pour un genre qui se popularise de façon exponentielle : le film de super-héros.Une chose frappe, avec le second opus de la trilogie Dark Knight : le soin apporté à toutes les composantes du long-métrage. Pas un seul point est négligé, rien n’est laissé au hasard.Après une introduction des plus efficaces, où le grand méchant se dévoile subtilement, Nolan présente un scénario complexe, extrêmement bien écrit. Entre tension et émotions, nous assistons au règne du chaos, à l’opposé du combat mené par le personnage principal. Batman Begins illustrait l’ascension du justicier, sa suite en démontre les conséquences. Gotham reste rongé par le mal, et malgré une lueur d’espoir (symbolisé par Harvey Dent, procureur redoutable), la leçon reste bien sombre : tout finit par se consumer, y compris le bien.Pour représenter cette folie qui s’invite en ville, un personnage, une idée. Plus que ça, en réalité, grâce à l’interprétation exceptionnelle de Heath Ledger. Le Joker est l’incarnation de tout ce que Batman s’est décidé à combattre : les ténèbres. Bien loin de simplement présenter un super-héros et son ennemi se battre durant deux heures, Christopher Nolan se penche sur le lien paradoxal entre les deux figures : l’un ne peut exister sans l’autre. Une relation qui s’inspire d’histoires cultes du chevalier noir (comme Killing Joke, par exemple).Construit comme un véritable thriller, The Dark Knight ne cesse de surprendre. De nombreux rebondissement jalonnent le film, garantissant une dynamique redoutablement immersive. Le résultat est d’une efficacité hallucinante.Côté mise en scène, Nolan semble avoir gagné en maturité. Le réalisateur pose davantage sa caméra, laissant l’image parler d’elle-même. La composition des plans a de quoi couper le souffle, notamment grâce à un excellent travail des couleurs et de la lumière.Et pour sublimer l’ensemble, Hans Zimmer est en charge de la musique. Déjà présent pour Batman Begins, le compositeur apporte de nouvelles teintes à son répertoire. Le theme du Joker, pour ne citer que lui, délaisse une certaine mélodie pour se concentrer sur la rythmique et les percussions.Mais au-delà de tout ça, The Dark Knight est un film qui repousse les limites. Une œuvre qui ne se contente pas d’être un film de super-héros. Nolan réinvente le genre, propose sa propre vision des justiciers et en l’occurrence, de Batman. Il réalise un puissant film post-11 septembre, un immense combat du bien et du mal, de façon réaliste et humaine. Un chapitre ultime, pour le chevalier de Gotham mais aussi pour le film de super-héros. La vision de Nolan n’a de cesse d’inspirer d’autres projets.The Dark Knight restera à jamais une référence, une prouesse, un modèle, jamais égalé. "
5.0," Un seul mot: Sublime. Venant d'un film de super-héros, je n'aurait jamais pu penser avoir cette réaction à la fin du film. Toujours réalisé et écrit par Christopher Nolan, avec les complicités de David S. Goyer et du frère du réalisateur, Jonathan Nolan, les trois hommes ont livré un scénario complexe et digne des plus grands films noirs du cinéma. Mais le personnage qui m'a marqué est le Joker, à la fois drôle, taré et psychopathe. Heath Ledger fait un travail remarquable dans ce rôle. Je préfère largement sa version comparé à celle de Nicholson. C'est pour moi le méchant le plus charismatique du cinéma avec Darth Vader sur ses talons. A ce titre chaque apparition du Joker vous fera vous redressez sur votre siège. Il y'a aussi Harvey Dent gentil au début mais qui devient double face, je trouve le masque pas très réaliste par contre de celui-ci. Christian Bale que je déteste tant joue pas mal dans ce film à mon grand étonnement. Les autres jouent tout aussi bien(Morgan Freeman, Gary Oldman etc...)Les scènes sont toute plus mémorables les unes que les autres:  spoiler:  La scène du braquage ou le Joker fait s'entre tuer ses hommes de mains,la fameuse scène où le Joker effectue son tour de magie sur un des hommes de main de Gambol et cette scène là est une pure scène d’anthologie de cinéma. Après il y a la séquence d’action avec la Batpod qui est spectaculaire avec le camion qui est projeté dans les airs, on ne peut aussi passer à côté d’un autre morceau d’anthologie, il s’agit de la scène d’interrogatoire que Batman dirige contre le Joker où celui-ci pousse notre héros à ses limites de violences, et le Chevalier Noir cède aux provocations et se déchaîne de manière brutale sur le Joker,  une scène à la fois fascinante avec ses dialogues et terrifiante car amplifiée par l’incroyable BO d’Hans Zimmer et de James Newton Howard. Après le film enchaîne avec les séquences de l’hôpital, du grand final avec l’intrigue des ferries où Batman affrontent les hommes du Joker en plus des forces de police dans une tour en construction. Le scénario est extrêmement bien écrit si bien que lors du premier visionnage, on ne voit jamais rien arriver. Il faut le voir plusieurs fois pour comprendre totalement ce film. La maestria avec laquelle les frères Nolan ont écrit ce film est juste sublime! J'éprouve de l'amour pour ce film qui fait partit de mes films préférés. Bref: CHEF-D'OEUVRE "
5.0," Le plus travaillé et le plus sombre de la trilogie à mon goût. En plus d'avoir tous les ingrédients qui font de Batman l'un des meilleurs super-héros jamais porté à l'écran, nous avons l'incroyable, la folle, l'impensable performance de Heath Legder, qui nous offre avec un brio à couper le souffle le méchant le plus impressionnant de toute l'histoire du cinéma. Il vole la vedette au pourtant talentueux Christian Bale en une seconde à l'écran et la scène de l'interrogatoire est tout simplement hallucinante. Et il y a cette fin... Splendide, magnifique, parfaite, incroyable ! Les adjectifs me manquent, vraiment. Avec la musique, les couleurs, les plans, la photographie... J’aimais déjà Nolan avant, mais là c'est simple : je le vénère. Il est pour moi et sans hésitation aucune le plus grand réalisateur du XXIème siècle. Et puis, The Dark Knight n'est pas qu'un film de super héros : il fait réfléchir sur le libre arbitre, sur l'importance de nos décisions et les conséquences qu'elles peuvent avoir, sur le pouvoir de la volonté, sur ce que veut dire le mot ""héros"", etc... Franchement, le meilleur Batman de tous les temps. "
4.5," Ce film est un chef d'œuvre aussi sombre et puissant que la performance de l'homme a qui il rend hommage. La performance d'Heat Ledger, tout bonnement génial en joker, qui révolutionne complètement le personnage, ne peut que laisser bouche Bée. Nolan a réalisé un chef d’œuvre de tension et d'action, qui marquera à jamais le film de super héros, et l'histoire du cinéma. Enfin Batman a droit à un film de son niveau, un bijou d'écriture et de réalisation, le tout dans un univers qui sublime celui du chevalier noir. Surprenant, puissant et parfaitement maitrisé, The Dark Knight est un pur chef d’œuvre, qui mérite aussi bien son succès que ses éloges. Du génie ! "
5.0, Très très bon film ! Un chef d'oeuvre !Le scénario est génial et nous tient en haleine pendant 2h30 et Heath Ledger est inoubliable et terrifiant dans le rôle du Joker.Les autres acteurs sont excellent aussi.La musique est sombre et superbe(bravo Hans Zimmer) et la réalisation est bonne.Un film qui ne faut pas manquer. J'attend la suite !!! 
